XDATA	YDATA	
0.386322735	0.0775
0.386922615	-0.0338
0.387522496	-0.0325
0.388122376	-0.0013
0.388722256	-0.03
0.389322136	0.0025
0.389922016	0.0313
0.390521896	0.0425
0.391121776	-0.0063
0.391721656	-0.0475
0.392321536	-0.05
0.392921416	0.0325
0.393521296	0.0413
0.394121176	0.005
0.394721056	0.0138
0.395320936	-0.0075
0.395920816	-0.0513
0.396520696	-0.005
0.397120576	0.0375
0.397720456	-0.0138
0.398320336	-0.0175
0.398920216	0.015
0.399520096	0
0.400119976	-0.07
0.400719856	-0.0413
0.401319736	0.0537
0.401919616	0.0462
0.402519496	-0.0488
0.403119376	-0.0762
0.403719256	0.01
0.404319136	0.04
0.404919016	0
0.405518896	-0.015
0.406118776	-0.0088
0.406718656	0.0112
0.407318536	-0.0075
0.407918416	-0.0112
0.408518296	0.045
0.409118176	0.0537
0.409718056	-0.015
0.410317936	-0.0262
0.410917816	0.0187
0.411517696	0.0063
0.412117576	0.0037
0.412717457	0.0387
0.413317337	0.0262
0.413917217	-0.0275
0.414517097	-0.0612
0.415116977	0.0037
0.415716857	0.0925
0.416316737	0.0037
0.416916617	-0.065
0.417516497	-0.01
0.418116377	0.0187
0.418716257	-0.0213
0.419316137	-0.0138
0.419916017	0.005
0.420515897	0.0138
0.421115777	-0.0088
0.421715657	-0.0438
0.422315537	-0.0425
0.422915417	-0.0112
0.423515297	0.0013
0.424115177	0.0037
0.424715057	0.0213
0.425314937	-0.0488
0.425914817	-0.0563
0.426514697	-0.0013
0.427114577	0.0238
0.427714457	0.0013
0.428314337	0.0088
0.428914217	0.0075
0.429514097	-0.035
0.430113977	-0.0037
0.430713857	0.0537
0.431313737	0.0462
0.431913617	-0.0225
0.432513497	-0.0438
0.433113377	0.0112
0.433713257	0.0638
0.434313137	-0.0037
0.434913017	-0.0213
0.435512897	0.0362
0.436112777	0.0213
0.436712657	-0.0525
0.437312537	-0.0513
0.437912418	0.0513
0.438512298	0.065
0.439112178	-0.02
0.439712058	-0.0513
0.440311938	-0.0275
0.440911818	0.0213
0.441511698	0.0075
0.442111578	-0.0288
0.442711458	0.0138
0.443311338	0.02
0.443911218	-0.0963
0.444511098	-0.0887
0.445110978	0.09
0.445710858	0.0625
0.446310738	-0.095
0.446910618	-0.05
0.447510498	0.0063
0.448110378	-0.0238
0.448710258	-0.0213
0.449310138	0
0.449910018	0.03
0.450509898	0.01
0.451109778	-0.13
0.451709658	-0.0575
0.452309538	0.1275
0.452909418	0.02
0.453509298	-0.0875
0.454109178	0
0.454709058	0.0187
0.455308938	-0.0362
0.455908818	0.0375
0.456508698	0.0225
0.457108578	0.005
0.457708458	-0.0025
0.458308338	-0.0612
0.458908218	-0.0175
0.459508098	0.07
0.460107978	0.0213
0.460707858	-0.0362
0.461307738	0.0088
0.461907618	-0.0537
0.462507499	-0.07
0.463107379	0.0325
0.463707259	0.035
0.464307139	-0.0338
0.464907019	-0.0175
0.465506899	-0.0275
0.466106779	-0.0275
0.466706659	-0.0187
0.467306539	-0.0088
0.467906419	0.0238
0.468506299	0.0213
0.469106179	-0.0225
0.469706059	-0.0413
0.470305939	-0.0013
0.470905819	0.0362
0.471505699	0.0513
0.472105579	0.0013
0.472705459	-0.0063
0.473305339	0.0488
0.473905219	0.0075
0.474505099	-0.0612
0.475104979	0.0438
0.475704859	0.1138
0.476304739	-0.0037
0.476904619	-0.0413
0.477504499	0.0438
0.478104379	0.035
0.478704259	-0.015
0.479304139	0.0088
0.479904019	0.0288
0.480503899	0.0112
0.481103779	-0.0213
0.481703659	-0.0525
0.482303539	-0.045
0.482903419	0.0525
0.483503299	0.0612
0.484103179	-0.035
0.484703059	-0.0863
0.485302939	-0.03
0.485902819	0.0438
0.486502699	0.0362
0.487102579	-0.0088
0.48770246	-0.01
0.48830234	0.0125
0.48890222	-0.0375
0.4895021	0.0125
0.49010198	0.0925
0.49070186	0.0638
0.49130174	-0.0438
0.49190162	-0.0488
0.4925015	0.0338
0.49310138	0.085
0.49370126	0.0325
0.49430114	0.0013
0.49490102	0.0488
0.4955009	0.015
0.49610078	-0.0688
0.49670066	0.0088
0.49730054	0.115
0.49790042	0.0375
0.4985003	-0.045
0.49910018	-0.0762
0.49970006	-0.0213
0.50029994	0.015
0.50089982	0.045
0.5014997	0.01
0.50209958	-0.0425
0.50269946	-0.08
0.50329934	-0.035
0.50389922	0.025
0.5044991	0.0225
0.50509898	-0.0013
0.50569886	-0.0238
0.50629874	-0.035
0.50689862	-0.0075
0.5074985	0.0387
0.50809838	0.0338
0.50869826	0.0025
0.50929814	-0.0238
0.50989802	-0.05
0.5104979	0.025
0.51109778	0.0737
0.51169766	0.02
0.51229754	-0.0075
0.512897421	0
0.513497301	-0.0213
0.514097181	0.0088
0.514697061	0.0488
0.515296941	0.0262
0.515896821	0.0025
0.516496701	-0.01
0.517096581	-0.0213
0.517696461	-0.03
0.518296341	0.0213
0.518896221	0.0675
0.519496101	0.0125
0.520095981	-0.0563
0.520695861	-0.0288
0.521295741	0.0075
0.521895621	-0.0163
0.522495501	-0.0112
0.523095381	0.0175
0.523695261	-0.0325
0.524295141	-0.0313
0.524895021	0.0413
0.525494901	0.0037
0.526094781	-0.045
0.526694661	0.005
0.527294541	0.0187
0.527894421	-0.0112
0.528494301	0.0325
0.529094181	-0.0013
0.529694061	-0.0387
0.530293941	0.0138
0.530893821	0.0238
0.531493701	0.0213
0.532093581	0.04
0.532693461	0.0037
0.533293341	-0.0525
0.533893221	0.02
0.534493101	0.0788
0.535092981	0.0462
0.535692861	-0.04
0.536292741	-0.0362
0.536892621	0.0387
0.537492501	0.0362
0.538092382	-0.005
0.538692262	-0.015
0.539292142	0.0025
0.539892022	-0.0325
0.540491902	-0.0125
0.541091782	0.0275
0.541691662	0.0313
0.542291542	-0.0362
0.542891422	-0.0462
0.543491302	0.0225
0.544091182	0.0075
0.544691062	-0.0663
0.545290942	-0.0163
0.545890822	0.0688
0.546490702	-0.0225
0.547090582	-0.0713
0.547690462	0.0063
0.548290342	0.0688
0.548890222	0.01
0.549490102	-0.07
0.550089982	-0.055
0.550689862	0.0887
0.551289742	0.0713
0.551889622	-0.0238
0.552489502	-0.0088
0.553089382	0.0013
0.553689262	-0.0425
0.554289142	0.0288
0.554889022	0.065
0.555488902	0.0063
0.556088782	-0.0125
0.556688662	-0.0112
0.557288542	0.015
0.557888422	0.0638
0.558488302	0.0013
0.559088182	-0.0238
0.559688062	0.035
0.560287942	-0.005
0.560887822	-0.0762
0.561487702	0.0163
0.562087582	0.0525
0.562687463	-0.0262
0.563287343	-0.0575
0.563887223	-0.0438
0.564487103	-0.0063
0.565086983	0.0338
0.565686863	0
0.566286743	-0.0125
0.566886623	0
0.567486503	-0.0588
0.568086383	-0.0675
0.568686263	0.0663
0.569286143	0.0488
0.569886023	-0.0462
0.570485903	-0.0313
0.571085783	-0.0138
0.571685663	-0.0075
0.572285543	0.0387
0.572885423	0.0213
0.573485303	0
0.574085183	0.03
0.574685063	-0.0112
0.575284943	-0.0675
0.575884823	0.0338
0.576484703	0.0575
0.577084583	0.0175
0.577684463	0.0138
0.578284343	0.005
0.578884223	-0.045
0.579484103	0.0125
0.580083983	0.0525
0.580683863	0.0187
0.581283743	-0.0037
0.581883623	-0.0125
0.582483503	-0.0488
0.583083383	-0.0063
0.583683263	0.0713
0.584283143	0.0025
0.584883023	-0.07
0.585482903	-0.0488
0.586082783	0.0288
0.586682663	0.0225
0.587282543	-0.0088
0.587882424	-0.0325
0.588482304	0.0163
0.589082184	0.0288
0.589682064	-0.0462
0.590281944	-0.03
0.590881824	0.0813
0.591481704	0.0288
0.592081584	-0.0275
0.592681464	0.0037
0.593281344	-0.0075
0.593881224	-0.01
0.594481104	0.0325
0.595080984	0.0275
0.595680864	0.03
0.596280744	0.0163
0.596880624	-0.1087
0.597480504	-0.0462
0.598080384	0.1138
0.598680264	0.0387
0.599280144	-0.06
0.599880024	-0.0075
0.600479904	-0.0138
0.601079784	-0.0663
0.601679664	-0.0175
0.602279544	0.0163
0.602879424	0.0125
0.603479304	-0.0288
0.604079184	-0.1013
0.604679064	-0.0338
0.605278944	0.0675
0.605878824	-0.0387
0.606478704	-0.0313
0.607078584	0.0612
0.607678464	-0.015
0.608278344	-0.0875
0.608878224	0.0138
0.609478104	0.0638
0.610077984	0.0075
0.610677864	-0.04
0.611277744	-0.0213
0.611877624	0.025
0.612477504	0.0163
0.613077385	-0.0262
0.613677265	0.0163
0.614277145	0.0688
0.614877025	-0.0262
0.615476905	-0.0475
0.616076785	0.04
0.616676665	0.0575
0.617276545	0
0.617876425	-0.0438
0.618476305	-0.0262
0.619076185	0.0163
0.619676065	0.0037
0.620275945	-0.0338
0.620875825	0.005
0.621475705	0.0063
0.622075585	0
0.622675465	-0.0325
0.623275345	-0.0425
0.623875225	0
0.624475105	0.0413
0.625074985	-0.0013
0.625674865	-0.0138
0.626274745	0.005
0.626874625	-0.0675
0.627474505	-0.05
0.628074385	0.0537
0.628674265	0.0863
0.629274145	-0.0187
0.629874025	-0.075
0.630473905	-0.0362
0.631073785	0.0625
0.631673665	0.0375
0.632273545	-0.0088
0.632873425	0.0475
0.633473305	0.0262
0.634073185	-0.1087
0.634673065	-0.0325
0.635272945	0.1038
0.635872825	0.0612
0.636472705	-0.0488
0.637072585	-0.0762
0.637672466	-0.02
0.638272346	0.0413
0.638872226	0.005
0.639472106	-0.0475
0.640071986	0.0238
0.640671866	0.0063
0.641271746	-0.05
0.641871626	-0.015
0.642471506	0.0413
0.643071386	-0.0125
0.643671266	-0.0112
0.644271146	-0.0163
0.644871026	-0.0438
0.645470906	0.005
0.646070786	0.0575
0.646670666	0.0037
0.647270546	-0.0088
0.647870426	-0.0037
0.648470306	-0.015
0.649070186	-0.01
0.649670066	0.0025
0.650269946	0.0225
0.650869826	0.0325
0.651469706	0.0187
0.652069586	-0.0288
0.652669466	-0.0313
0.653269346	0
0.653869226	0.0475
0.654469106	0.0163
0.655068986	-0.0037
0.655668866	0.0013
0.656268746	0.0125
0.656868626	0
0.657468506	0.005
0.658068386	0.0262
0.658668266	0.0175
0.659268146	0.0213
0.659868026	-0.0025
0.660467906	0
0.661067786	0.0375
0.661667666	0.035
0.662267546	-0.0362
0.662867427	-0.0288
0.663467307	0.0238
0.664067187	0.0313
0.664667067	-0.0025
0.665266947	0
0.665866827	0.045
0.666466707	0.0225
0.667066587	-0.05
0.667666467	-0.045
0.668266347	0.03
0.668866227	0.0588
0.669466107	-0.0075
0.670065987	-0.0225
0.670665867	0.0213
0.671265747	-0.0063
0.671865627	-0.0262
0.672465507	0.0362
0.673065387	0.0588
0.673665267	0.0262
0.674265147	-0.0213
0.674865027	-0.035
0.675464907	0.0313
0.676064787	0.0688
0.676664667	0.02
0.677264547	0.02
0.677864427	0.055
0.678464307	-0.0088
0.679064187	-0.06
0.679664067	0.0362
0.680263947	0.1
0.680863827	0.0438
0.681463707	-0.035
0.682063587	-0.065
0.682663467	0.0275
0.683263347	0.0588
0.683863227	-0.0225
0.684463107	0.0037
0.685062987	0.0688
0.685662867	-0.0138
0.686262747	-0.0925
0.686862627	0.0175
0.687462507	0.0863
0.688062388	0.0112
0.688662268	-0.0713
0.689262148	-0.0462
0.689862028	0.025
0.690461908	0.0425
0.691061788	-0.0325
0.691661668	0
0.692261548	0.0375
0.692861428	0.0088
0.693461308	-0.0325
0.694061188	-0.0187
0.694661068	0.0462
0.695260948	0.0762
0.695860828	0.015
0.696460708	-0.0163
0.697060588	0.0075
0.697660468	0.0088
0.698260348	0.035
0.698860228	0.0713
0.699460108	0.045
0.700059988	-0.0063
0.700659868	-0.0025
0.701259748	0.0025
0.701859628	0.0225
0.702459508	0.0525
0.703059388	0.035
0.703659268	0.01
0.704259148	-0.035
0.704859028	-0.0238
0.705458908	0.065
0.706058788	0.0187
0.706658668	-0.06
0.707258548	0.0288
0.707858428	0.03
0.708458308	-0.1075
0.709058188	-0.0275
0.709658068	0.0775
0.710257948	0.0275
0.710857828	-0.03
0.711457708	-0.065
0.712057588	-0.0325
0.712657469	0.105
0.713257349	0.0438
0.713857229	-0.055
0.714457109	0.0288
0.715056989	0.0338
0.715656869	-0.06
0.716256749	0.0413
0.716856629	0.105
0.717456509	-0.0037
0.718056389	-0.0063
0.718656269	0.0125
0.719256149	0.0138
0.719856029	0.0462
0.720455909	0.0488
0.721055789	-0.0063
0.721655669	0.0313
0.722255549	-0.0037
0.722855429	-0.0612
0.723455309	0
0.724055189	0.0775
0.724655069	-0.0037
0.725254949	-0.055
0.725854829	-0.03
0.726454709	-0.0187
0.727054589	-0.005
0.727654469	-0.035
0.728254349	-0.0075
0.728854229	0.0175
0.729454109	-0.0387
0.730053989	-0.0362
0.730653869	0.0612
0.731253749	0.03
0.731853629	-0.0663
0.732453509	-0.0063
0.733053389	0.0825
0.733653269	0.0325
0.734253149	0.0225
0.734853029	0.0088
0.735452909	-0.0238
0.736052789	0.0425
0.736652669	0.095
0.737252549	0.0375
0.73785243	0.03
0.73845231	0.0138
0.73905219	-0.02
0.73965207	0.0663
0.74025195	0.0838
0.74085183	-0.0288
0.74145171	-0.07
0.74205159	0.045
0.74265147	0.0575
0.74325135	-0.01
0.74385123	-0.0513
0.74445111	0.0013
0.74505099	-0.0163
0.74565087	-0.0575
0.74625075	0.0238
0.74685063	0.0425
0.74745051	-0.04
0.74805039	-0.0625
0.74865027	0.0013
0.74925015	0.0375
0.74985003	0.0075
0.75044991	-0.015
0.75104979	0.025
0.75164967	-0.01
